cod_insersao;descricao;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;usuario
83101072301;ELO ALUNO EF1 2O ANO ELO 1O BI;83101072301;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101072301;ELO ALUNO EF1 2O ANO ELO 1O BI;83101072301;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101072301;ELO ALUNO EF1 2O ANO ELO 1O BI;83101072301;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101070601;FILOMENA ALUNO EF1 2O ANO FILOMENA 1O BI;83101070601;-;-;-;-;-;-
83101070601;FILOMENA ALUNO EF1 2O ANO FILOMENA 1O BI;83101070601;PG26LA221FL00;26 LV ALUNO EF1 2O ANO 1O BI FILOMENA                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101070601;FILOMENA ALUNO EF1 2O ANO FILOMENA 1O BI;83101070601;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101070601;FILOMENA ALUNO EF1 2O ANO FILOMENA 1O BI;83101070601;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101070601;FILOMENA ALUNO EF1 2O ANO FILOMENA 1O BI;83101070601;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101070501;FATO ALUNO EF1 2O ANO FATO 1O BI;83101070501;-;-;-;-;-;-
83101070501;FATO ALUNO EF1 2O ANO FATO 1O BI;83101070501;PG26LA221ZS00;26 LV ALUNO EF1 2O ANO 1O BI FATO                                               ;FUND AI;2O ANO;Volume 01;Aluno
83101070501;FATO ALUNO EF1 2O ANO FATO 1O BI;83101070501;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101070501;FATO ALUNO EF1 2O ANO FATO 1O BI;83101070501;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101070501;FATO ALUNO EF1 2O ANO FATO 1O BI;83101070501;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101072001;TAMANDARE ALUNO EF1 2O ANO TAMANDARE 1O BI;83101072001;-;-;-;-;-;-
83101072001;TAMANDARE ALUNO EF1 2O ANO TAMANDARE 1O BI;83101072001;PG26LA221TA00;26 LV ALUNO EF1 2O ANO 1O BI TAMANDARE                                          ;FUND AI;2O ANO;Volume 01;Aluno
83101072001;TAMANDARE ALUNO EF1 2O ANO TAMANDARE 1O BI;83101072001;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101072001;TAMANDARE ALUNO EF1 2O ANO TAMANDARE 1O BI;83101072001;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101072001;TAMANDARE ALUNO EF1 2O ANO TAMANDARE 1O BI;83101072001;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101072401;CAMILA MOREIRA ALUNO EF1 2O ANO CAMILA MOREIRA 1O BI;83101072401;-;-;-;-;-;-
83101072401;CAMILA MOREIRA ALUNO EF1 2O ANO CAMILA MOREIRA 1O BI;83101072401;PG26LA221CM00;26 LV ALUNO EF1 2O ANO 1O BI CAMILLA MOREIRA                                    ;FUND AI;2O ANO;Volume 01;Aluno
83101072401;CAMILA MOREIRA ALUNO EF1 2O ANO CAMILA MOREIRA 1O BI;83101072401;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101072401;CAMILA MOREIRA ALUNO EF1 2O ANO CAMILA MOREIRA 1O BI;83101072401;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101072401;CAMILA MOREIRA ALUNO EF1 2O ANO CAMILA MOREIRA 1O BI;83101072401;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101070801;GABARITO RS ALUNO EF1 2O ANO GABARITO RS 1O BI;83101070801;-;-;-;-;-;-
83101070801;GABARITO RS ALUNO EF1 2O ANO GABARITO RS 1O BI;83101070801;PG26LA221GR00;26 LV ALUNO EF1 2O ANO 1O BI GABARITO RS                                        ;FUND AI;2O ANO;Volume 01;Aluno
83101070801;GABARITO RS ALUNO EF1 2O ANO GABARITO RS 1O BI;83101070801;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101070801;GABARITO RS ALUNO EF1 2O ANO GABARITO RS 1O BI;83101070801;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101070801;GABARITO RS ALUNO EF1 2O ANO GABARITO RS 1O BI;83101070801;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;-;-;-;-;-;-
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26LA221RA00;26 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS                                         ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26LA221RAM0;26 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS MATEMATICA                              ;FUND AI;2O ANO;Volume 01;Aluno
83101071401;REDE AGNUS ALUNO EF1 2O ANO REDE AGNUS 1O BI;83101071401;PG26LA221RAP0;26 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS PORTUGUES                               ;FUND AI;2O ANO;Volume 01;Aluno
83101071701;SANTO ANJO ALUNO EF1 2O ANO SANTO ANJO 1O BI;83101071701;-;-;-;-;-;-
83101071701;SANTO ANJO ALUNO EF1 2O ANO SANTO ANJO 1O BI;83101071701;PG26LA221SA00;26 LV ALUNO EF1 2O ANO 1O BI SANTO ANJO                                         ;FUND AI;2O ANO;Volume 01;Aluno
83101071701;SANTO ANJO ALUNO EF1 2O ANO SANTO ANJO 1O BI;83101071701;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101071701;SANTO ANJO ALUNO EF1 2O ANO SANTO ANJO 1O BI;83101071701;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101071701;SANTO ANJO ALUNO EF1 2O ANO SANTO ANJO 1O BI;83101071701;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
83101072601;MUNDO UP ALUNO EF1 2O ANO MUNDO UP 1O BI;83101072601;-;-;-;-;-;-
83101072601;MUNDO UP ALUNO EF1 2O ANO MUNDO UP 1O BI;83101072601;PG26LA221UP00;26 LV ALUNO EF1 2O ANO 1O BI MUNDO UP;FUND AI;2O ANO;Volume 01;Aluno
83101072601;MUNDO UP ALUNO EF1 2O ANO MUNDO UP 1O BI;83101072601;PG26FA221SD00;26 FICHA ALUNO EF1 2O ANO 1O BI SAE                                             ;FUND AI;2O ANO;Volume 01;Aluno
83101072601;MUNDO UP ALUNO EF1 2O ANO MUNDO UP 1O BI;83101072601;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
83101072601;MUNDO UP ALUNO EF1 2O ANO MUNDO UP 1O BI;83101072601;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE;-;PG26LA226SDA0;26 LV ALUNO EF1 2O ANO VOL 1 SAE ARTE                                           ;FUND AI;2O ANO;Volume 01;Aluno
PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA;-;PG26LA226SDW0;26 LV ALUNO EF1 2O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;2O ANO;Volume 01;Aluno
PG23LA225SDI0;23 LV ALUNO EF1 2O ANO ANUAL SAE INGLES;-;PG23LA225SDI0;23 LV ALUNO EF1 2O ANO ANUAL SAE INGLES           ;FUND AI;2O ANO;Volume único;Aluno
PG24LA225SDE0;24 LV ALUNO EF1 2O ANO ANUAL SAE ESPANHOL;-;PG24LA225SDE0;24 LV ALUNO EF1 2O ANO ANUAL SAE ESPANHOL         ;FUND AI;2O ANO;Volume único;Aluno
PG23LA225DBI0;23 LV ALUNO EF1 2O ANO ANUAL DB INGLES;-;PG23LA225DBI0;23 LV ALUNO EF1 2O ANO ANUAL DB INGLES            ;FUND AI;2O ANO;Volume único;Aluno
PG24LA225DBE0;24 LV ALUNO EF1 2O ANO ANUAL DB ESPANHOL;-;PG24LA225DBE0;24 LV ALUNO EF1 2O ANO ANUAL DB ESPANHOL                                        ;FUND AI;2O ANO;Volume único;Aluno
83102070101;SAE PROF EF1 2O ANO SAE 1O BI;83102070101;-;-;-;-;-;-
83102070101;SAE PROF EF1 2O ANO SAE 1O BI;83102070101;PG26LP221SDLH;26 LV PROF EF1 2O ANO 1O BI SAE                                                 ;FUND AI;2O ANO;Volume 01;Professor
83102070101;SAE PROF EF1 2O ANO SAE 1O BI;83102070101;PG26FP221SD00;26 FICHA PROF EF1 2O ANO 1O BI SAE                                              ;FUND AI;2O ANO;Volume 01;Professor
83102070101;SAE PROF EF1 2O ANO SAE 1O BI;83102070101;PG26LP226SDA0;26 LV PROF EF1 2O ANO VOL 1 SAE ARTE                                            ;FUND AI;2O ANO;Volume 01;Professor
83102070101;SAE PROF EF1 2O ANO SAE 1O BI;83102070101;PG26LP226SDW0;26 LV PROF EF1 2O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;2O ANO;Volume 01;Professor
83102070301;SAE PROF EF1 2O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83102070301;-;-;-;-;-;-
83102070301;SAE PROF EF1 2O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83102070301;PG26LP221SDLH;26 LV PROF EF1 2O ANO 1O BI SAE                                                 ;FUND AI;2O ANO;Volume 01;Professor
83102070301;SAE PROF EF1 2O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83102070301;PG26FP221SD00;26 FICHA PROF EF1 2O ANO 1O BI SAE                                              ;FUND AI;2O ANO;Volume 01;Professor
83102290101;SAE PROF EF1 2O ANO SAE 1O BI SEM FILOSOFIA;83102290101;-;-;-;-;-;-
83102290101;SAE PROF EF1 2O ANO SAE 1O BI SEM FILOSOFIA;83102290101;PG26LP221SDLH;26 LV PROF EF1 2O ANO 1O BI SAE                                                 ;FUND AI;2O ANO;Volume 01;Professor
83102290101;SAE PROF EF1 2O ANO SAE 1O BI SEM FILOSOFIA;83102290101;PG26FP221SD00;26 FICHA PROF EF1 2O ANO 1O BI SAE                                              ;FUND AI;2O ANO;Volume 01;Professor
83102290101;SAE PROF EF1 2O ANO SAE 1O BI SEM FILOSOFIA;83102290101;PG26LP226SDA0;26 LV PROF EF1 2O ANO VOL 1 SAE ARTE                                            ;FUND AI;2O ANO;Volume 01;Professor
93102070101;DOM BOSCO PROF EF1 2O ANO DOM BOSCO 1O BI;93102070101;-;-;-;-;-;-
93102070101;DOM BOSCO PROF EF1 2O ANO DOM BOSCO 1O BI;93102070101;PG26LP221SDLH;26 LV PROF EF1 2O ANO 1O BI SAE                                                 ;FUND AI;2O ANO;Volume 01;Professor
93102070101;DOM BOSCO PROF EF1 2O ANO DOM BOSCO 1O BI;93102070101;PG26FP221SD00;26 FICHA PROF EF1 2O ANO 1O BI SAE                                              ;FUND AI;2O ANO;Volume 01;Professor
93102070101;DOM BOSCO PROF EF1 2O ANO DOM BOSCO 1O BI;93102070101;PG26LP226SDA0;26 LV PROF EF1 2O ANO VOL 1 SAE ARTE                                            ;FUND AI;2O ANO;Volume 01;Professor
93102070101;DOM BOSCO PROF EF1 2O ANO DOM BOSCO 1O BI;93102070101;PG26LP226SDW0;26 LV PROF EF1 2O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;2O ANO;Volume 01;Professor
PG26LP226SDA0;26 LV PROF EF1 2O ANO VOL 1 SAE ARTE;-;PG26LP226SDA0;26 LV PROF EF1 2O ANO VOL 1 SAE ARTE                                            ;FUND AI;2O ANO;Volume 01;Professor
PG26LP226SDW0;26 LV PROF EF1 2O ANO VOL 1 SAE FILOSOFIA;-;PG26LP226SDW0;26 LV PROF EF1 2O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;2O ANO;Volume 01;Professor
PG23LP225SDI0;23 LV PROF EF1 2O ANO ANUAL SAE INGLES;-;PG23LP225SDI0;23 LV PROF EF1 2O ANO ANUAL SAE INGLES            ;FUND AI;2O ANO;Volume único;Professor
PG24LP225SDE0;24 LV PROF EF1 2O ANO ANUAL SAE ESPANHOL;-;PG24LP225SDE0;24 LV PROF EF1 2O ANO ANUAL SAE ESPANHOL          ;FUND AI;2O ANO;Volume único;Professor
PG26ZA221SD00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SAE;-;PG26ZA221SD00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SAE                                                ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221DB00;26 CAPA LV ALUNO EF1 2O ANO 1O BI DB;-;PG26ZA221DB00;26 CAPA LV ALUNO EF1 2O ANO 1O BI DB                                                 ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221ZU00;26 CAPA LV ALUNO EF1 2O ANO 1O BI CELLULA MATER;-;PG26ZA221ZU00;26 CAPA LV ALUNO EF1 2O ANO 1O BI CELLULA MATER                                      ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221SE00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SECULO;-;PG26ZA221SE00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SECULO                                             ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221DL00;26 CAPA LV ALUNO EF1 2O ANO 1O BI DOM BOSCO BALSA;-;PG26ZA221DL00;26 CAPA LV ALUNO EF1 2O ANO 1O BI DOM BOSCO BALSA;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221GA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI GABARITO MG;-;PG26ZA221GA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI GABARITO MG                                        ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221EE00;26 CAPA LV ALUNO EF1 2O ANO 1O BI ELO;-;PG26ZA221EE00;26 CAPA LV ALUNO EF1 2O ANO 1O BI ELO                                                ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221FL00;26 CAPA LV ALUNO EF1 2O ANO 1O BI FILOMENA;-;PG26ZA221FL00;26 CAPA LV ALUNO EF1 2O ANO 1O BI FILOMENA                                           ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221ZS00;26 CAPA LV ALUNO EF1 2O ANO 1O BI FATO;-;PG26ZA221ZS00;26 CAPA LV ALUNO EF1 2O ANO 1O BI FATO                                               ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221TA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI TAMANDARE;-;PG26ZA221TA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI TAMANDARE                                          ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221CM00;26 CAPA LV ALUNO EF1 2O ANO 1O BI CAMILLA MOREIRA;-;PG26ZA221CM00;26 CAPA LV ALUNO EF1 2O ANO 1O BI CAMILLA MOREIRA                                    ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221GR00;26 CAPA LV ALUNO EF1 2O ANO 1O BI GABARITO RS;-;PG26ZA221GR00;26 CAPA LV ALUNO EF1 2O ANO 1O BI GABARITO RS                                        ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221SA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SANTO ANJO;-;PG26ZA221SA00;26 CAPA LV ALUNO EF1 2O ANO 1O BI SANTO ANJO                                         ;FUND AI;2O ANO;Volume 01;Aluno
PG26ZA221UP00;26 CAPA LV ALUNO EF1 2O ANO 1O BI MUNDO UP;-;PG26ZA221UP00;26 CAPA LV ALUNO EF1 2O ANO 1O BI MUNDO UP;FUND AI;2O ANO;Volume 01;Aluno
200710714;RELIGIOSO 2O ANO AL VOL1 PASSADO PRESENTE E FE;200710714;200710714;-;-;-;-;-
200710715;RELIGIOSO 2O ANO PROF VOL1 PASSADO PRESENTE E FE;200710715;200710715;-;-;-;-;-
83101079501;KIT LITERATURA EF1 2O ANO;83101079501;-;-;-;-;-;-
83101079501;KIT LITERATURA EF1 2O ANO;83101079501;9786557980521;-;-;-;-;-
83101079501;KIT LITERATURA EF1 2O ANO;83101079501;9786557980682;-;-;-;-;-
83101079501;KIT LITERATURA EF1 2O ANO;83101079501;9786557980873;-;-;-;-;-
83101079501;KIT LITERATURA EF1 2O ANO;83101079501;9786557980941;-;-;-;-;-
83101078701;KIT LITERATURA TRIMESTRAL 2O ANO;83101078701;-;-;-;-;-;-
83101078701;KIT LITERATURA TRIMESTRAL 2O ANO;83101078701;9786557980521;-;-;-;-;-
83101078701;KIT LITERATURA TRIMESTRAL 2O ANO;83101078701;9786557980682;-;-;-;-;-
83101078701;KIT LITERATURA TRIMESTRAL 2O ANO;83101078701;9786557980873;-;-;-;-;-
83101080101;SAE ALUNO EF1 3O ANO SAE 1O BI;83101080101;-;-;-;-;-;-
83101080101;SAE ALUNO EF1 3O ANO SAE 1O BI;83101080101;PG26LA231SD00;26 LV ALUNO EF1 3O ANO 1O BI SAE                                                ;FUND AI;3O ANO;Volume 01;Aluno
83101080101;SAE ALUNO EF1 3O ANO SAE 1O BI;83101080101;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080101;SAE ALUNO EF1 3O ANO SAE 1O BI;83101080101;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080101;SAE ALUNO EF1 3O ANO SAE 1O BI;83101080101;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101860101;SAE ALUNO EF1 3O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101860101;-;-;-;-;-;-
83101860101;SAE ALUNO EF1 3O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101860101;PG26LA231SD00;26 LV ALUNO EF1 3O ANO 1O BI SAE                                                ;FUND AI;3O ANO;Volume 01;Aluno
83101860101;SAE ALUNO EF1 3O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101860101;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101970101;SAE ALUNO EF1 3O ANO SAE 1O SEM FILOSOFIA;83101970101;-;-;-;-;-;-
83101970101;SAE ALUNO EF1 3O ANO SAE 1O SEM FILOSOFIA;83101970101;PG26LA231SD00;26 LV ALUNO EF1 3O ANO 1O BI SAE                                                ;FUND AI;3O ANO;Volume 01;Aluno
83101970101;SAE ALUNO EF1 3O ANO SAE 1O SEM FILOSOFIA;83101970101;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101970101;SAE ALUNO EF1 3O ANO SAE 1O SEM FILOSOFIA;83101970101;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
93101080101;DOM ALUNO EF1 3O ANO DOM BOSCO 1O BI;93101080101;-;-;-;-;-;-
93101080101;DOM ALUNO EF1 3O ANO DOM BOSCO 1O BI;93101080101;PG26LA231DB00;26 LV ALUNO EF1 3O ANO 1O BI DB                                                 ;FUND AI;3O ANO;Volume 01;Aluno
93101080101;DOM ALUNO EF1 3O ANO DOM BOSCO 1O BI;93101080101;PG26FA231DB00;26 FICHA ALUNO EF1 3O ANO 1O BI DB                                              ;FUND AI;3O ANO;Volume 01;Aluno
93101080101;DOM ALUNO EF1 3O ANO DOM BOSCO 1O BI;93101080101;PG26LA236DBA0;26 LV ALUNO EF1 3O ANO VOL 1 DB ARTE                                            ;FUND AI;3O ANO;Volume 01;Aluno
93101080101;DOM ALUNO EF1 3O ANO DOM BOSCO 1O BI;93101080101;PG26LA236DBW0;26 LV ALUNO EF1 3O ANO VOL 1 DB FILOSOFIA                                       ;FUND AI;3O ANO;Volume 01;Aluno
83101080201;CELLULA MATER ALUNO EF1 3O ANO CELLULA MATER 1O BI;83101080201;-;-;-;-;-;-
83101080201;CELLULA MATER ALUNO EF1 3O ANO CELLULA MATER 1O BI;83101080201;PG26LA231ZU00;26 LV ALUNO EF1 3O ANO 1O BI CELLULA MATER                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101080201;CELLULA MATER ALUNO EF1 3O ANO CELLULA MATER 1O BI;83101080201;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080201;CELLULA MATER ALUNO EF1 3O ANO CELLULA MATER 1O BI;83101080201;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080201;CELLULA MATER ALUNO EF1 3O ANO CELLULA MATER 1O BI;83101080201;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101081801;SECULO ALUNO EF1 3O ANO SECULO 1O BI;83101081801;-;-;-;-;-;-
83101081801;SECULO ALUNO EF1 3O ANO SECULO 1O BI;83101081801;PG26LA231SE00;26 LV ALUNO EF1 3O ANO 1O BI SECULO                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101081801;SECULO ALUNO EF1 3O ANO SECULO 1O BI;83101081801;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101081801;SECULO ALUNO EF1 3O ANO SECULO 1O BI;83101081801;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101081801;SECULO ALUNO EF1 3O ANO SECULO 1O BI;83101081801;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101082501;DOM BOSCO BALSA ALUNO EF1 3O ANO DOM BOSCO BALSA 1O BI;83101082501;-;-;-;-;-;-
83101082501;DOM BOSCO BALSA ALUNO EF1 3O ANO DOM BOSCO BALSA 1O BI;83101082501;PG26LA231DL00;26  LV ALUNO EF1 3O ANO 1O BI DOM BOSCO BALSA;FUND AI;3O ANO;Volume 01;Aluno
83101082501;DOM BOSCO BALSA ALUNO EF1 3O ANO DOM BOSCO BALSA 1O BI;83101082501;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101082501;DOM BOSCO BALSA ALUNO EF1 3O ANO DOM BOSCO BALSA 1O BI;83101082501;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101082501;DOM BOSCO BALSA ALUNO EF1 3O ANO DOM BOSCO BALSA 1O BI;83101082501;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101080701;GABARITO MG ALUNO EF1 3O ANO GABARITO MG 1O BI;83101080701;-;-;-;-;-;-
83101080701;GABARITO MG ALUNO EF1 3O ANO GABARITO MG 1O BI;83101080701;PG26LA231GA00;26 LV ALUNO EF1 3O ANO 1O BI GABARITO MG                                        ;FUND AI;3O ANO;Volume 01;Aluno
83101080701;GABARITO MG ALUNO EF1 3O ANO GABARITO MG 1O BI;83101080701;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080701;GABARITO MG ALUNO EF1 3O ANO GABARITO MG 1O BI;83101080701;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080701;GABARITO MG ALUNO EF1 3O ANO GABARITO MG 1O BI;83101080701;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101082301;ELO ALUNO EF1 3O ANO ELO 1O BI;83101082301;-;-;-;-;-;-
83101082301;ELO ALUNO EF1 3O ANO ELO 1O BI;83101082301;PG26LA231EE00;26 LV ALUNO EF1 3O ANO 1O BI ELO                                                ;FUND AI;3O ANO;Volume 01;Aluno
83101082301;ELO ALUNO EF1 3O ANO ELO 1O BI;83101082301;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101082301;ELO ALUNO EF1 3O ANO ELO 1O BI;83101082301;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101082301;ELO ALUNO EF1 3O ANO ELO 1O BI;83101082301;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101080601;FILOMENA ALUNO EF1 3O ANO FILOMENA 1O BI;83101080601;-;-;-;-;-;-
83101080601;FILOMENA ALUNO EF1 3O ANO FILOMENA 1O BI;83101080601;PG26LA231FL00;26 LV ALUNO EF1 3O ANO 1O BI FILOMENA                                           ;FUND AI;3O ANO;Volume 01;Aluno
