cod_insersao;descricao;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;usuario
83101080601;FILOMENA ALUNO EF1 3O ANO FILOMENA 1O BI;83101080601;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080601;FILOMENA ALUNO EF1 3O ANO FILOMENA 1O BI;83101080601;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080601;FILOMENA ALUNO EF1 3O ANO FILOMENA 1O BI;83101080601;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101080501;FATO ALUNO EF1 3O ANO FATO 1O BI;83101080501;-;-;-;-;-;-
83101080501;FATO ALUNO EF1 3O ANO FATO 1O BI;83101080501;PG26LA231ZS00;26 LV ALUNO EF1 3O ANO 1O BI FATO                                               ;FUND AI;3O ANO;Volume 01;Aluno
83101080501;FATO ALUNO EF1 3O ANO FATO 1O BI;83101080501;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080501;FATO ALUNO EF1 3O ANO FATO 1O BI;83101080501;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080501;FATO ALUNO EF1 3O ANO FATO 1O BI;83101080501;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101082001;TAMANDARE ALUNO EF1 3O ANO TAMANDARE 1O BI;83101082001;-;-;-;-;-;-
83101082001;TAMANDARE ALUNO EF1 3O ANO TAMANDARE 1O BI;83101082001;PG26LA231TA00;26 LV ALUNO EF1 3O ANO 1O BI TAMANDARE                                          ;FUND AI;3O ANO;Volume 01;Aluno
83101082001;TAMANDARE ALUNO EF1 3O ANO TAMANDARE 1O BI;83101082001;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101082001;TAMANDARE ALUNO EF1 3O ANO TAMANDARE 1O BI;83101082001;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101082001;TAMANDARE ALUNO EF1 3O ANO TAMANDARE 1O BI;83101082001;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101082401;CAMILA MOREIRA ALUNO EF1 3O ANO CAMILA MOREIRA 1O BI;83101082401;-;-;-;-;-;-
83101082401;CAMILA MOREIRA ALUNO EF1 3O ANO CAMILA MOREIRA 1O BI;83101082401;PG26LA231CM00;26 LV ALUNO EF1 3O ANO 1O BI CAMILLA MOREIRA                                         ;FUND AI;3O ANO;Volume 01;Aluno
83101082401;CAMILA MOREIRA ALUNO EF1 3O ANO CAMILA MOREIRA 1O BI;83101082401;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101082401;CAMILA MOREIRA ALUNO EF1 3O ANO CAMILA MOREIRA 1O BI;83101082401;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101082401;CAMILA MOREIRA ALUNO EF1 3O ANO CAMILA MOREIRA 1O BI;83101082401;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101080801;GABARITO RS ALUNO EF1 3O ANO GABARITO RS 1O BI;83101080801;-;-;-;-;-;-
83101080801;GABARITO RS ALUNO EF1 3O ANO GABARITO RS 1O BI;83101080801;PG26LA231GR00;26 LV ALUNO EF1 3O ANO 1O BI GABARITO RS                                        ;FUND AI;3O ANO;Volume 01;Aluno
83101080801;GABARITO RS ALUNO EF1 3O ANO GABARITO RS 1O BI;83101080801;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101080801;GABARITO RS ALUNO EF1 3O ANO GABARITO RS 1O BI;83101080801;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101080801;GABARITO RS ALUNO EF1 3O ANO GABARITO RS 1O BI;83101080801;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;-;-;-;-;-;-
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26LA231RA00;26 LV ALUNO EF1 3O ANO 1O BI REDE AGNUS                                         ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26LA231RAM0;26 LV ALUNO EF1 3O ANO 1O BI REDE AGNUS MATEMATICA                              ;FUND AI;3O ANO;Volume 01;Aluno
83101081401;REDE AGNUS ALUNO EF1 3O ANO REDE AGNUS 1O BI;83101081401;PG26LA231RAP0;26 LV ALUNO EF1 3O ANO 1O BI REDE AGNUS PORTUGUES                               ;FUND AI;3O ANO;Volume 01;Aluno
83101081701;SANTO ANJO ALUNO EF1 3O ANO SANTO ANJO 1O BI;83101081701;-;-;-;-;-;-
83101081701;SANTO ANJO ALUNO EF1 3O ANO SANTO ANJO 1O BI;83101081701;PG26LA231SA00;26 LV ALUNO EF1 3O ANO 1O BI SANTO ANJO                                         ;FUND AI;3O ANO;Volume 01;Aluno
83101081701;SANTO ANJO ALUNO EF1 3O ANO SANTO ANJO 1O BI;83101081701;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101081701;SANTO ANJO ALUNO EF1 3O ANO SANTO ANJO 1O BI;83101081701;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101081701;SANTO ANJO ALUNO EF1 3O ANO SANTO ANJO 1O BI;83101081701;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
83101082601;MUNDO UP ALUNO EF1 3O ANO MUNDO UP 1O BI;83101082601;-;-;-;-;-;-
83101082601;MUNDO UP ALUNO EF1 3O ANO MUNDO UP 1O BI;83101082601;PG26LA231UP00;26 LV ALUNO EF1 3O ANO 1O BI MUNDO UP;FUND AI;3O ANO;Volume 01;Aluno
83101082601;MUNDO UP ALUNO EF1 3O ANO MUNDO UP 1O BI;83101082601;PG26FA231SD00;26 FICHA ALUNO EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Aluno
83101082601;MUNDO UP ALUNO EF1 3O ANO MUNDO UP 1O BI;83101082601;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
83101082601;MUNDO UP ALUNO EF1 3O ANO MUNDO UP 1O BI;83101082601;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE;-;PG26LA236SDA0;26 LV ALUNO EF1 3O ANO VOL 1 SAE ARTE                                           ;FUND AI;3O ANO;Volume 01;Aluno
PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA;-;PG26LA236SDW0;26 LV ALUNO EF1 3O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;3O ANO;Volume 01;Aluno
PG23LA235SDI0;23 LV ALUNO EF1 3O ANO ANUAL SAE INGLES;-;PG23LA235SDI0;23 LV ALUNO EF1 3O ANO ANUAL SAE INGLES           ;FUND AI;3O ANO;Volume único;Aluno
PG24LA235SDE0;24 LV ALUNO EF1 3O ANO ANUAL SAE ESPANHOL;-;PG24LA235SDE0;24 LV ALUNO EF1 3O ANO ANUAL SAE ESPANHOL                                       ;FUND AI;3O ANO;Volume único;Aluno
PG23LA235DBI0;23 LV ALUNO EF1 3O ANO ANUAL DB INGLES;-;PG23LA235DBI0;23 LV ALUNO EF1 3O ANO ANUAL DB INGLES            ;FUND AI;3O ANO;Volume único;Aluno
PG24LA235DBE0;24 LV ALUNO EF1 3O ANO ANUAL DB ESPANHOL;-;PG24LA235DBE0;24 LV ALUNO EF1 3O ANO ANUAL DB ESPANHOL                                        ;FUND AI;3O ANO;Volume único;Aluno
83102080101;SAE PROF EF1 3O ANO SAE 1O BI;83102080101;-;-;-;-;-;-
83102080101;SAE PROF EF1 3O ANO SAE 1O BI;83102080101;PG26LP231SDLH;26 LV PROF EF1 3O ANO 1O BI SAE                                                 ;FUND AI;3O ANO;Volume 01;Professor
83102080101;SAE PROF EF1 3O ANO SAE 1O BI;83102080101;PG26LP236SDA0;26 LV PROF EF1 3O ANO VOL 1 SAE ARTE                                            ;FUND AI;3O ANO;Volume 01;Professor
83102080101;SAE PROF EF1 3O ANO SAE 1O BI;83102080101;PG26LP236SDW0;26 LV PROF EF1 3O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;3O ANO;Volume 01;Professor
83102080101;SAE PROF EF1 3O ANO SAE 1O BI;83102080101;PG26FP231SD00;26 FICHA PROFESSOR EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Professor
83102080201;SAE PROF EF1 3O ANO SAE SEM ARTE E FILOSOFIA;83102080201;-;-;-;-;-;-
83102080201;SAE PROF EF1 3O ANO SAE SEM ARTE E FILOSOFIA;83102080201;PG26LP231SDLH;26 LV PROF EF1 3O ANO 1O BI SAE                                                 ;FUND AI;3O ANO;Volume 01;Professor
83102080201;SAE PROF EF1 3O ANO SAE SEM ARTE E FILOSOFIA;83102080201;PG26FP231SD00;26 FICHA PROFESSOR EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Professor
83102300101;SAE PROF EF1 3O ANO SAE 1O SEM FILOSOFIA;83102300101;-;-;-;-;-;-
83102300101;SAE PROF EF1 3O ANO SAE 1O SEM FILOSOFIA;83102300101;PG26LP231SDLH;26 LV PROF EF1 3O ANO 1O BI SAE                                                 ;FUND AI;3O ANO;Volume 01;Professor
83102300101;SAE PROF EF1 3O ANO SAE 1O SEM FILOSOFIA;83102300101;PG26LP236SDA0;26 LV PROF EF1 3O ANO VOL 1 SAE ARTE                                            ;FUND AI;3O ANO;Volume 01;Professor
83102300101;SAE PROF EF1 3O ANO SAE 1O SEM FILOSOFIA;83102300101;PG26FP231SD00;26 FICHA PROFESSOR EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Professor
93102080101;DOM BOSCO PROF EF1 3O ANO DOM BOSCO 1O BI;93102080101;-;-;-;-;-;-
93102080101;DOM BOSCO PROF EF1 3O ANO DOM BOSCO 1O BI;93102080101;PG26LP231SDLH;26 LV PROF EF1 3O ANO 1O BI SAE                                                 ;FUND AI;3O ANO;Volume 01;Professor
93102080101;DOM BOSCO PROF EF1 3O ANO DOM BOSCO 1O BI;93102080101;PG26LP236SDA0;26 LV PROF EF1 3O ANO VOL 1 SAE ARTE                                            ;FUND AI;3O ANO;Volume 01;Professor
93102080101;DOM BOSCO PROF EF1 3O ANO DOM BOSCO 1O BI;93102080101;PG26LP236SDW0;26 LV PROF EF1 3O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;3O ANO;Volume 01;Professor
93102080101;DOM BOSCO PROF EF1 3O ANO DOM BOSCO 1O BI;93102080101;PG26FP231SD00;26 FICHA PROFESSOR EF1 3O ANO 1O BI SAE                                             ;FUND AI;3O ANO;Volume 01;Professor
PG26LP236SDA0;26 LV PROF EF1 3O ANO VOL 1 SAE ARTE;-;PG26LP236SDA0;26 LV PROF EF1 3O ANO VOL 1 SAE ARTE                                            ;FUND AI;3O ANO;Volume 01;Professor
PG26LP236SDW0;26 LV PROF EF1 3O ANO VOL 1 SAE FILOSOFIA;-;PG26LP236SDW0;26 LV PROF EF1 3O ANO VOL 1 SAE FILOSOFIA                                       ;FUND AI;3O ANO;Volume 01;Professor
PG23LP235SDI0;23 LV PROF EF1 3O ANO ANUAL SAE INGLES;-;PG23LP235SDI0;23 LV PROF EF1 3O ANO ANUAL SAE INGLES            ;FUND AI;3O ANO;Volume único;Professor
PG24LP235SDE0;24 LV PROF EF1 3O ANO ANUAL SAE ESPANHOL;-;PG24LP235SDE0;24 LV PROF EF1 3O ANO ANUAL SAE ESPANHOL                                        ;FUND AI;3O ANO;Volume único;Professor
PG26ZA231SD00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SAE;-;PG26ZA231SD00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SAE                                                ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231DB00;26 CAPA LV ALUNO EF1 3O ANO 1O BI DB;-;PG26ZA231DB00;26 CAPA LV ALUNO EF1 3O ANO 1O BI DB                                                 ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231ZU00;26 CAPA LV ALUNO EF1 3O ANO 1O BI CELLULA MATER;-;PG26ZA231ZU00;26 CAPA LV ALUNO EF1 3O ANO 1O BI CELLULA MATER                                      ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231SE00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SECULO;-;PG26ZA231SE00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SECULO                                             ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231DL00;26 CAPA LV ALUNO EF1 3O ANO 1O BI DOM BOSCO BALSA;-;PG26ZA231DL00;26 CAPA LV ALUNO EF1 3O ANO 1O BI DOM BOSCO BALSA;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231GA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI GABARITO MG;-;PG26ZA231GA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI GABARITO MG                                        ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231EE00;26 CAPA LV ALUNO EF1 3O ANO 1O BI ELO;-;PG26ZA231EE00;26 CAPA LV ALUNO EF1 3O ANO 1O BI ELO                                                ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231FL00;26 CAPA LV ALUNO EF1 3O ANO 1O BI FILOMENA;-;PG26ZA231FL00;26 CAPA LV ALUNO EF1 3O ANO 1O BI FILOMENA                                           ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231ZS00;26 CAPA LV ALUNO EF1 3O ANO 1O BI FATO;-;PG26ZA231ZS00;26 CAPA LV ALUNO EF1 3O ANO 1O BI FATO                                               ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231TA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI TAMANDARE;-;PG26ZA231TA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI TAMANDARE                                          ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231CM00;26 CAPA LV ALUNO EF1 3O ANO 1O BI CAMILLA MOREIRA;-;PG26ZA231CM00;26 CAPA LV ALUNO EF1 3O ANO 1O BI CAMILLA MOREIRA                                         ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231GR00;26 CAPA LV ALUNO EF1 3O ANO 1O BI GABARITO RS;-;PG26ZA231GR00;26 CAPA LV ALUNO EF1 3O ANO 1O BI GABARITO RS                                        ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231SA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SANTO ANJO;-;PG26ZA231SA00;26 CAPA LV ALUNO EF1 3O ANO 1O BI SANTO ANJO                                         ;FUND AI;3O ANO;Volume 01;Aluno
PG26ZA231UP00;26 CAPA LV ALUNO EF1 3O ANO 1O BI MUNDO UP;-;PG26ZA231UP00;26 CAPA LV ALUNO EF1 3O ANO 1O BI MUNDO UP;FUND AI;3O ANO;Volume 01;Aluno
200710806;RELIGIOSO 3O ANO AL VOL1 PASSADO PRESENTE E FE;200710806;200710806;-;-;-;-;-
200710807;RELIGIOSO 3O ANO PROF VOL1 PASSADO PRESENTE E FE;200710807;200710807;-;-;-;-;-
83101089601;KIT LITERATURA TRIMESTRAL 3O ANO;83101089601;-;-;-;-;-;-
83101089601;KIT LITERATURA TRIMESTRAL 3O ANO;83101089601;9786557980255;-;-;-;-;-
83101089601;KIT LITERATURA TRIMESTRAL 3O ANO;83101089601;9786557980699;-;-;-;-;-
83101089601;KIT LITERATURA TRIMESTRAL 3O ANO;83101089601;9786557980897;-;-;-;-;-
83101089501;KIT LITERATURA EF1 3O ANO;83101089501;-;-;-;-;-;-
83101089501;KIT LITERATURA EF1 3O ANO;83101089501;9786557980194;-;-;-;-;-
83101089501;KIT LITERATURA EF1 3O ANO;83101089501;9786557980255;-;-;-;-;-
83101089501;KIT LITERATURA EF1 3O ANO;83101089501;9786557980699;-;-;-;-;-
83101089501;KIT LITERATURA EF1 3O ANO;83101089501;9786557980897;-;-;-;-;-
83101090101;SAE ALUNO EF1 4O ANO SAE 1O BI;83101090101;-;-;-;-;-;-
83101090101;SAE ALUNO EF1 4O ANO SAE 1O BI;83101090101;PG26LA241SD00;26 LV ALUNO EF1 4O ANO 1O BI SAE                                                ;FUND AI;4O ANO;Volume 01;Aluno
83101090101;SAE ALUNO EF1 4O ANO SAE 1O BI;83101090101;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101090101;SAE ALUNO EF1 4O ANO SAE 1O BI;83101090101;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101090101;SAE ALUNO EF1 4O ANO SAE 1O BI;83101090101;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101870101;SAE ALUNO EF1 4O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101870101;-;-;-;-;-;-
83101870101;SAE ALUNO EF1 4O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101870101;PG26LA241SD00;26 LV ALUNO EF1 4O ANO 1O BI SAE                                                ;FUND AI;4O ANO;Volume 01;Aluno
83101870101;SAE ALUNO EF1 4O ANO SAE 1O BI SEM ARTE E FILOSOFIA;83101870101;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101980101;SAE ALUNO EF1 4O ANO SAE 1O SEM FILOSOFIA;83101980101;-;-;-;-;-;-
83101980101;SAE ALUNO EF1 4O ANO SAE 1O SEM FILOSOFIA;83101980101;PG26LA241SD00;26 LV ALUNO EF1 4O ANO 1O BI SAE                                                ;FUND AI;4O ANO;Volume 01;Aluno
83101980101;SAE ALUNO EF1 4O ANO SAE 1O SEM FILOSOFIA;83101980101;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101980101;SAE ALUNO EF1 4O ANO SAE 1O SEM FILOSOFIA;83101980101;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
93101090101;DOM ALUNO EF1 4O ANO DOM BOSCO 1O BI;93101090101;-;-;-;-;-;-
93101090101;DOM ALUNO EF1 4O ANO DOM BOSCO 1O BI;93101090101;PG26LA241DB00;26 LV ALUNO EF1 4O ANO 1O BI DB                                                 ;FUND AI;4O ANO;Volume 01;Aluno
93101090101;DOM ALUNO EF1 4O ANO DOM BOSCO 1O BI;93101090101;PG26FA241DB00;26 FICHA ALUNO EF1 4O ANO 1O BI DB                                              ;FUND AI;4O ANO;Volume 01;Aluno
93101090101;DOM ALUNO EF1 4O ANO DOM BOSCO 1O BI;93101090101;PG26LA246DBA0;26 LV ALUNO EF1 4O ANO VOL 1 DB ARTE                                            ;FUND AI;4O ANO;Volume 01;Aluno
93101090101;DOM ALUNO EF1 4O ANO DOM BOSCO 1O BI;93101090101;PG26LA246DBW0;26 LV ALUNO EF1 4O ANO VOL 1 DB FILOSOFIA                                       ;FUND AI;4O ANO;Volume 01;Aluno
83101090201;CELLULA MATER ALUNO EF1 4O ANO CELLULA MATER 1O BI;83101090201;-;-;-;-;-;-
83101090201;CELLULA MATER ALUNO EF1 4O ANO CELLULA MATER 1O BI;83101090201;PG26LA241ZU00;26 LV ALUNO EF1 4O ANO 1O BI CELLULA MATER                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101090201;CELLULA MATER ALUNO EF1 4O ANO CELLULA MATER 1O BI;83101090201;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101090201;CELLULA MATER ALUNO EF1 4O ANO CELLULA MATER 1O BI;83101090201;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101090201;CELLULA MATER ALUNO EF1 4O ANO CELLULA MATER 1O BI;83101090201;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101091801;SECULO ALUNO EF1 4O ANO SECULO 1O BI;83101091801;-;-;-;-;-;-
83101091801;SECULO ALUNO EF1 4O ANO SECULO 1O BI;83101091801;PG26LA241SE00;26 LV ALUNO EF1 4O ANO 1O BI SECULO                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101091801;SECULO ALUNO EF1 4O ANO SECULO 1O BI;83101091801;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101091801;SECULO ALUNO EF1 4O ANO SECULO 1O BI;83101091801;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101091801;SECULO ALUNO EF1 4O ANO SECULO 1O BI;83101091801;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101092501;DOM BOSCO BALSA ALUNO EF1 4O ANO DOM BOSCO BALSA 1O BI;83101092501;-;-;-;-;-;-
83101092501;DOM BOSCO BALSA ALUNO EF1 4O ANO DOM BOSCO BALSA 1O BI;83101092501;PG26LA241DL00;26  LV ALUNO EF1 4O ANO 1O BI DOM BOSCO BALSA;FUND AI;4O ANO;Volume 01;Aluno
83101092501;DOM BOSCO BALSA ALUNO EF1 4O ANO DOM BOSCO BALSA 1O BI;83101092501;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101092501;DOM BOSCO BALSA ALUNO EF1 4O ANO DOM BOSCO BALSA 1O BI;83101092501;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101092501;DOM BOSCO BALSA ALUNO EF1 4O ANO DOM BOSCO BALSA 1O BI;83101092501;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101090701;GABARITO MG ALUNO EF1 4O ANO GABARITO MG 1O BI;83101090701;-;-;-;-;-;-
83101090701;GABARITO MG ALUNO EF1 4O ANO GABARITO MG 1O BI;83101090701;PG26LA241GA00;26 LV ALUNO EF1 4O ANO 1O BI GABARITO MG                                        ;FUND AI;4O ANO;Volume 01;Aluno
83101090701;GABARITO MG ALUNO EF1 4O ANO GABARITO MG 1O BI;83101090701;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101090701;GABARITO MG ALUNO EF1 4O ANO GABARITO MG 1O BI;83101090701;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101090701;GABARITO MG ALUNO EF1 4O ANO GABARITO MG 1O BI;83101090701;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101092301;ELO ALUNO EF1 4O ANO ELO 1O BI;83101092301;-;-;-;-;-;-
83101092301;ELO ALUNO EF1 4O ANO ELO 1O BI;83101092301;PG26LA241EE00;26 LV ALUNO EF1 4O ANO 1O BI ELO                                                ;FUND AI;4O ANO;Volume 01;Aluno
83101092301;ELO ALUNO EF1 4O ANO ELO 1O BI;83101092301;PG26FA241SD00;26 FICHA ALUNO EF1 4O ANO 1O BI SAE                                             ;FUND AI;4O ANO;Volume 01;Aluno
83101092301;ELO ALUNO EF1 4O ANO ELO 1O BI;83101092301;PG26LA246SDA0;26 LV ALUNO EF1 4O ANO VOL 1 SAE ARTE                                           ;FUND AI;4O ANO;Volume 01;Aluno
83101092301;ELO ALUNO EF1 4O ANO ELO 1O BI;83101092301;PG26LA246SDW0;26 LV ALUNO EF1 4O ANO VOL 1 SAE FILOSOFIA                                      ;FUND AI;4O ANO;Volume 01;Aluno
83101090601;FILOMENA ALUNO EF1 4O ANO FILOMENA 1O BI;83101090601;-;-;-;-;-;-
